instruction,ltl,pattern_type,props
go to a d b and c in arbitrary order,& F a & F d & F b F c,visit,"['a', 'd', 'b', 'c']"
go to a d b and h in arbitrary order,& F a & F d & F b F h,visit,"['a', 'd', 'b', 'h']"
go to a d c and b in arbitrary order,& F a & F d & F c F b,visit,"['a', 'd', 'c', 'b']"
go to a d c and h in arbitrary order,& F a & F d & F c F h,visit,"['a', 'd', 'c', 'h']"
go to a d h and b in arbitrary order,& F a & F d & F h F b,visit,"['a', 'd', 'h', 'b']"
go to a d h and c in arbitrary order,& F a & F d & F h F c,visit,"['a', 'd', 'h', 'c']"
go to a h b and c in arbitrary order,& F a & F h & F b F c,visit,"['a', 'h', 'b', 'c']"
go to a h b and d in arbitrary order,& F a & F h & F b F d,visit,"['a', 'h', 'b', 'd']"
go to a h c and b in arbitrary order,& F a & F h & F c F b,visit,"['a', 'h', 'c', 'b']"
go to a h c and d in arbitrary order,& F a & F h & F c F d,visit,"['a', 'h', 'c', 'd']"
go to a h d and b in arbitrary order,& F a & F h & F d F b,visit,"['a', 'h', 'd', 'b']"
go to a h d and c in arbitrary order,& F a & F h & F d F c,visit,"['a', 'h', 'd', 'c']"
go to b a c and d in arbitrary order,& F b & F a & F c F d,visit,"['b', 'a', 'c', 'd']"
go to b a c and h in arbitrary order,& F b & F a & F c F h,visit,"['b', 'a', 'c', 'h']"
go to b a d and c in arbitrary order,& F b & F a & F d F c,visit,"['b', 'a', 'd', 'c']"
go to b a d and h in arbitrary order,& F b & F a & F d F h,visit,"['b', 'a', 'd', 'h']"
go to b a h and c in arbitrary order,& F b & F a & F h F c,visit,"['b', 'a', 'h', 'c']"
go to b a h and d in arbitrary order,& F b & F a & F h F d,visit,"['b', 'a', 'h', 'd']"
go to b c a and d in arbitrary order,& F b & F c & F a F d,visit,"['b', 'c', 'a', 'd']"
go to b c a and h in arbitrary order,& F b & F c & F a F h,visit,"['b', 'c', 'a', 'h']"
go to b c d and a in arbitrary order,& F b & F c & F d F a,visit,"['b', 'c', 'd', 'a']"
go to b c d and h in arbitrary order,& F b & F c & F d F h,visit,"['b', 'c', 'd', 'h']"
go to b c h and a in arbitrary order,& F b & F c & F h F a,visit,"['b', 'c', 'h', 'a']"
go to b c h and d in arbitrary order,& F b & F c & F h F d,visit,"['b', 'c', 'h', 'd']"
go to b d a and c in arbitrary order,& F b & F d & F a F c,visit,"['b', 'd', 'a', 'c']"
go to b d a and h in arbitrary order,& F b & F d & F a F h,visit,"['b', 'd', 'a', 'h']"
go to b d c and a in arbitrary order,& F b & F d & F c F a,visit,"['b', 'd', 'c', 'a']"
go to b d c and h in arbitrary order,& F b & F d & F c F h,visit,"['b', 'd', 'c', 'h']"
go to b d h and a in arbitrary order,& F b & F d & F h F a,visit,"['b', 'd', 'h', 'a']"
go to b d h and c in arbitrary order,& F b & F d & F h F c,visit,"['b', 'd', 'h', 'c']"
go to b h a and c in arbitrary order,& F b & F h & F a F c,visit,"['b', 'h', 'a', 'c']"
go to b h a and d in arbitrary order,& F b & F h & F a F d,visit,"['b', 'h', 'a', 'd']"
go to b h c and a in arbitrary order,& F b & F h & F c F a,visit,"['b', 'h', 'c', 'a']"
go to b h c and d in arbitrary order,& F b & F h & F c F d,visit,"['b', 'h', 'c', 'd']"
go to b h d and a in arbitrary order,& F b & F h & F d F a,visit,"['b', 'h', 'd', 'a']"
go to b h d and c in arbitrary order,& F b & F h & F d F c,visit,"['b', 'h', 'd', 'c']"
go to c a b and d in arbitrary order,& F c & F a & F b F d,visit,"['c', 'a', 'b', 'd']"
go to c a b and h in arbitrary order,& F c & F a & F b F h,visit,"['c', 'a', 'b', 'h']"
go to c a d and b in arbitrary order,& F c & F a & F d F b,visit,"['c', 'a', 'd', 'b']"
go to c a d and h in arbitrary order,& F c & F a & F d F h,visit,"['c', 'a', 'd', 'h']"
go to c a h and b in arbitrary order,& F c & F a & F h F b,visit,"['c', 'a', 'h', 'b']"
go to c a h and d in arbitrary order,& F c & F a & F h F d,visit,"['c', 'a', 'h', 'd']"
go to c b a and d in arbitrary order,& F c & F b & F a F d,visit,"['c', 'b', 'a', 'd']"
go to c b a and h in arbitrary order,& F c & F b & F a F h,visit,"['c', 'b', 'a', 'h']"
go to c b d and a in arbitrary order,& F c & F b & F d F a,visit,"['c', 'b', 'd', 'a']"
go to c b d and h in arbitrary order,& F c & F b & F d F h,visit,"['c', 'b', 'd', 'h']"
go to c b h and a in arbitrary order,& F c & F b & F h F a,visit,"['c', 'b', 'h', 'a']"
go to c b h and d in arbitrary order,& F c & F b & F h F d,visit,"['c', 'b', 'h', 'd']"
go to c d a and b in arbitrary order,& F c & F d & F a F b,visit,"['c', 'd', 'a', 'b']"
go to c d a and h in arbitrary order,& F c & F d & F a F h,visit,"['c', 'd', 'a', 'h']"
go to c d b and a in arbitrary order,& F c & F d & F b F a,visit,"['c', 'd', 'b', 'a']"
go to c d b and h in arbitrary order,& F c & F d & F b F h,visit,"['c', 'd', 'b', 'h']"
go to c d h and a in arbitrary order,& F c & F d & F h F a,visit,"['c', 'd', 'h', 'a']"
go to c d h and b in arbitrary order,& F c & F d & F h F b,visit,"['c', 'd', 'h', 'b']"
go to c h a and b in arbitrary order,& F c & F h & F a F b,visit,"['c', 'h', 'a', 'b']"
go to c h a and d in arbitrary order,& F c & F h & F a F d,visit,"['c', 'h', 'a', 'd']"
go to c h b and a in arbitrary order,& F c & F h & F b F a,visit,"['c', 'h', 'b', 'a']"
go to c h b and d in arbitrary order,& F c & F h & F b F d,visit,"['c', 'h', 'b', 'd']"
go to c h d and a in arbitrary order,& F c & F h & F d F a,visit,"['c', 'h', 'd', 'a']"
go to c h d and b in arbitrary order,& F c & F h & F d F b,visit,"['c', 'h', 'd', 'b']"
go to d a b and c in arbitrary order,& F d & F a & F b F c,visit,"['d', 'a', 'b', 'c']"
go to d a b and h in arbitrary order,& F d & F a & F b F h,visit,"['d', 'a', 'b', 'h']"
go to d a c and b in arbitrary order,& F d & F a & F c F b,visit,"['d', 'a', 'c', 'b']"
go to d a c and h in arbitrary order,& F d & F a & F c F h,visit,"['d', 'a', 'c', 'h']"
go to d a h and b in arbitrary order,& F d & F a & F h F b,visit,"['d', 'a', 'h', 'b']"
go to d a h and c in arbitrary order,& F d & F a & F h F c,visit,"['d', 'a', 'h', 'c']"
go to d b a and c in arbitrary order,& F d & F b & F a F c,visit,"['d', 'b', 'a', 'c']"
go to d b a and h in arbitrary order,& F d & F b & F a F h,visit,"['d', 'b', 'a', 'h']"
go to d b c and a in arbitrary order,& F d & F b & F c F a,visit,"['d', 'b', 'c', 'a']"
go to d b c and h in arbitrary order,& F d & F b & F c F h,visit,"['d', 'b', 'c', 'h']"
go to d b h and a in arbitrary order,& F d & F b & F h F a,visit,"['d', 'b', 'h', 'a']"
go to d b h and c in arbitrary order,& F d & F b & F h F c,visit,"['d', 'b', 'h', 'c']"
go to d c a and b in arbitrary order,& F d & F c & F a F b,visit,"['d', 'c', 'a', 'b']"
go to d c a and h in arbitrary order,& F d & F c & F a F h,visit,"['d', 'c', 'a', 'h']"
go to d c b and a in arbitrary order,& F d & F c & F b F a,visit,"['d', 'c', 'b', 'a']"
go to d c b and h in arbitrary order,& F d & F c & F b F h,visit,"['d', 'c', 'b', 'h']"
go to d c h and a in arbitrary order,& F d & F c & F h F a,visit,"['d', 'c', 'h', 'a']"
go to d c h and b in arbitrary order,& F d & F c & F h F b,visit,"['d', 'c', 'h', 'b']"
go to d h a and b in arbitrary order,& F d & F h & F a F b,visit,"['d', 'h', 'a', 'b']"
go to d h a and c in arbitrary order,& F d & F h & F a F c,visit,"['d', 'h', 'a', 'c']"
go to d h b and a in arbitrary order,& F d & F h & F b F a,visit,"['d', 'h', 'b', 'a']"
go to d h b and c in arbitrary order,& F d & F h & F b F c,visit,"['d', 'h', 'b', 'c']"
go to d h c and a in arbitrary order,& F d & F h & F c F a,visit,"['d', 'h', 'c', 'a']"
go to d h c and b in arbitrary order,& F d & F h & F c F b,visit,"['d', 'h', 'c', 'b']"
go to h a b and c in arbitrary order,& F h & F a & F b F c,visit,"['h', 'a', 'b', 'c']"
go to h a b and d in arbitrary order,& F h & F a & F b F d,visit,"['h', 'a', 'b', 'd']"
go to h a c and b in arbitrary order,& F h & F a & F c F b,visit,"['h', 'a', 'c', 'b']"
go to h a c and d in arbitrary order,& F h & F a & F c F d,visit,"['h', 'a', 'c', 'd']"
go to h a d and b in arbitrary order,& F h & F a & F d F b,visit,"['h', 'a', 'd', 'b']"
go to h a d and c in arbitrary order,& F h & F a & F d F c,visit,"['h', 'a', 'd', 'c']"
go to h b a and c in arbitrary order,& F h & F b & F a F c,visit,"['h', 'b', 'a', 'c']"
go to h b a and d in arbitrary order,& F h & F b & F a F d,visit,"['h', 'b', 'a', 'd']"
go to h b c and a in arbitrary order,& F h & F b & F c F a,visit,"['h', 'b', 'c', 'a']"
go to h b c and d in arbitrary order,& F h & F b & F c F d,visit,"['h', 'b', 'c', 'd']"
go to h b d and a in arbitrary order,& F h & F b & F d F a,visit,"['h', 'b', 'd', 'a']"
go to h b d and c in arbitrary order,& F h & F b & F d F c,visit,"['h', 'b', 'd', 'c']"
go to h c a and b in arbitrary order,& F h & F c & F a F b,visit,"['h', 'c', 'a', 'b']"
go to h c a and d in arbitrary order,& F h & F c & F a F d,visit,"['h', 'c', 'a', 'd']"
go to h c b and a in arbitrary order,& F h & F c & F b F a,visit,"['h', 'c', 'b', 'a']"
go to h c b and d in arbitrary order,& F h & F c & F b F d,visit,"['h', 'c', 'b', 'd']"
go to h c d and a in arbitrary order,& F h & F c & F d F a,visit,"['h', 'c', 'd', 'a']"
go to h c d and b in arbitrary order,& F h & F c & F d F b,visit,"['h', 'c', 'd', 'b']"
go to h d a and b in arbitrary order,& F h & F d & F a F b,visit,"['h', 'd', 'a', 'b']"
go to h d a and c in arbitrary order,& F h & F d & F a F c,visit,"['h', 'd', 'a', 'c']"
go to h d b and a in arbitrary order,& F h & F d & F b F a,visit,"['h', 'd', 'b', 'a']"
go to h d b and c in arbitrary order,& F h & F d & F b F c,visit,"['h', 'd', 'b', 'c']"
go to h d c and a in arbitrary order,& F h & F d & F c F a,visit,"['h', 'd', 'c', 'a']"
go to h d c and b in arbitrary order,& F h & F d & F c F b,visit,"['h', 'd', 'c', 'b']"
visit a b c and d,& F a & F b & F c F d,visit,"['a', 'b', 'c', 'd']"
visit a b c and h,& F a & F b & F c F h,visit,"['a', 'b', 'c', 'h']"
visit a b d and c,& F a & F b & F d F c,visit,"['a', 'b', 'd', 'c']"
visit a b d and h,& F a & F b & F d F h,visit,"['a', 'b', 'd', 'h']"
visit a b h and c,& F a & F b & F h F c,visit,"['a', 'b', 'h', 'c']"
visit a b h and d,& F a & F b & F h F d,visit,"['a', 'b', 'h', 'd']"
visit a c b and d,& F a & F c & F b F d,visit,"['a', 'c', 'b', 'd']"
visit a c b and h,& F a & F c & F b F h,visit,"['a', 'c', 'b', 'h']"
visit a c d and b,& F a & F c & F d F b,visit,"['a', 'c', 'd', 'b']"
visit a c d and h,& F a & F c & F d F h,visit,"['a', 'c', 'd', 'h']"
visit a c h and b,& F a & F c & F h F b,visit,"['a', 'c', 'h', 'b']"
visit a c h and d,& F a & F c & F h F d,visit,"['a', 'c', 'h', 'd']"
visit a d b and c,& F a & F d & F b F c,visit,"['a', 'd', 'b', 'c']"
visit a d b and h,& F a & F d & F b F h,visit,"['a', 'd', 'b', 'h']"
visit a d c and b,& F a & F d & F c F b,visit,"['a', 'd', 'c', 'b']"
visit a d c and h,& F a & F d & F c F h,visit,"['a', 'd', 'c', 'h']"
visit a d h and b,& F a & F d & F h F b,visit,"['a', 'd', 'h', 'b']"
visit a d h and c,& F a & F d & F h F c,visit,"['a', 'd', 'h', 'c']"
visit a h b and c,& F a & F h & F b F c,visit,"['a', 'h', 'b', 'c']"
visit a h b and d,& F a & F h & F b F d,visit,"['a', 'h', 'b', 'd']"
visit a h c and b,& F a & F h & F c F b,visit,"['a', 'h', 'c', 'b']"
visit a h c and d,& F a & F h & F c F d,visit,"['a', 'h', 'c', 'd']"
visit a h d and b,& F a & F h & F d F b,visit,"['a', 'h', 'd', 'b']"
visit a h d and c,& F a & F h & F d F c,visit,"['a', 'h', 'd', 'c']"
visit b a c and d,& F b & F a & F c F d,visit,"['b', 'a', 'c', 'd']"
visit b a c and h,& F b & F a & F c F h,visit,"['b', 'a', 'c', 'h']"
visit b a d and c,& F b & F a & F d F c,visit,"['b', 'a', 'd', 'c']"
visit b a d and h,& F b & F a & F d F h,visit,"['b', 'a', 'd', 'h']"
visit b a h and c,& F b & F a & F h F c,visit,"['b', 'a', 'h', 'c']"
visit b a h and d,& F b & F a & F h F d,visit,"['b', 'a', 'h', 'd']"
visit b c a and d,& F b & F c & F a F d,visit,"['b', 'c', 'a', 'd']"
visit b c a and h,& F b & F c & F a F h,visit,"['b', 'c', 'a', 'h']"
visit b c d and a,& F b & F c & F d F a,visit,"['b', 'c', 'd', 'a']"
visit b c d and h,& F b & F c & F d F h,visit,"['b', 'c', 'd', 'h']"
visit b c h and a,& F b & F c & F h F a,visit,"['b', 'c', 'h', 'a']"
visit b c h and d,& F b & F c & F h F d,visit,"['b', 'c', 'h', 'd']"
visit b d a and c,& F b & F d & F a F c,visit,"['b', 'd', 'a', 'c']"
visit b d a and h,& F b & F d & F a F h,visit,"['b', 'd', 'a', 'h']"
visit b d c and a,& F b & F d & F c F a,visit,"['b', 'd', 'c', 'a']"
visit b d c and h,& F b & F d & F c F h,visit,"['b', 'd', 'c', 'h']"
visit b d h and a,& F b & F d & F h F a,visit,"['b', 'd', 'h', 'a']"
visit b d h and c,& F b & F d & F h F c,visit,"['b', 'd', 'h', 'c']"
visit b h a and c,& F b & F h & F a F c,visit,"['b', 'h', 'a', 'c']"
visit b h a and d,& F b & F h & F a F d,visit,"['b', 'h', 'a', 'd']"
visit b h c and a,& F b & F h & F c F a,visit,"['b', 'h', 'c', 'a']"
visit b h c and d,& F b & F h & F c F d,visit,"['b', 'h', 'c', 'd']"
visit b h d and a,& F b & F h & F d F a,visit,"['b', 'h', 'd', 'a']"
visit b h d and c,& F b & F h & F d F c,visit,"['b', 'h', 'd', 'c']"
visit c a b and d,& F c & F a & F b F d,visit,"['c', 'a', 'b', 'd']"
visit c a b and h,& F c & F a & F b F h,visit,"['c', 'a', 'b', 'h']"
visit c a d and b,& F c & F a & F d F b,visit,"['c', 'a', 'd', 'b']"
visit c a d and h,& F c & F a & F d F h,visit,"['c', 'a', 'd', 'h']"
visit c a h and b,& F c & F a & F h F b,visit,"['c', 'a', 'h', 'b']"
visit c a h and d,& F c & F a & F h F d,visit,"['c', 'a', 'h', 'd']"
visit c b a and d,& F c & F b & F a F d,visit,"['c', 'b', 'a', 'd']"
visit c b a and h,& F c & F b & F a F h,visit,"['c', 'b', 'a', 'h']"
visit c b d and a,& F c & F b & F d F a,visit,"['c', 'b', 'd', 'a']"
visit c b d and h,& F c & F b & F d F h,visit,"['c', 'b', 'd', 'h']"
visit c b h and a,& F c & F b & F h F a,visit,"['c', 'b', 'h', 'a']"
visit c b h and d,& F c & F b & F h F d,visit,"['c', 'b', 'h', 'd']"
visit c d a and b,& F c & F d & F a F b,visit,"['c', 'd', 'a', 'b']"
visit c d a and h,& F c & F d & F a F h,visit,"['c', 'd', 'a', 'h']"
visit c d b and a,& F c & F d & F b F a,visit,"['c', 'd', 'b', 'a']"
visit c d b and h,& F c & F d & F b F h,visit,"['c', 'd', 'b', 'h']"
visit c d h and a,& F c & F d & F h F a,visit,"['c', 'd', 'h', 'a']"
visit c d h and b,& F c & F d & F h F b,visit,"['c', 'd', 'h', 'b']"
visit c h a and b,& F c & F h & F a F b,visit,"['c', 'h', 'a', 'b']"
visit c h a and d,& F c & F h & F a F d,visit,"['c', 'h', 'a', 'd']"
visit c h b and a,& F c & F h & F b F a,visit,"['c', 'h', 'b', 'a']"
visit c h b and d,& F c & F h & F b F d,visit,"['c', 'h', 'b', 'd']"
visit c h d and a,& F c & F h & F d F a,visit,"['c', 'h', 'd', 'a']"
visit c h d and b,& F c & F h & F d F b,visit,"['c', 'h', 'd', 'b']"
visit d a b and c,& F d & F a & F b F c,visit,"['d', 'a', 'b', 'c']"
visit d a b and h,& F d & F a & F b F h,visit,"['d', 'a', 'b', 'h']"
visit d a c and b,& F d & F a & F c F b,visit,"['d', 'a', 'c', 'b']"
visit d a c and h,& F d & F a & F c F h,visit,"['d', 'a', 'c', 'h']"
visit d a h and b,& F d & F a & F h F b,visit,"['d', 'a', 'h', 'b']"
visit d a h and c,& F d & F a & F h F c,visit,"['d', 'a', 'h', 'c']"
visit d b a and c,& F d & F b & F a F c,visit,"['d', 'b', 'a', 'c']"
visit d b a and h,& F d & F b & F a F h,visit,"['d', 'b', 'a', 'h']"
visit d b c and a,& F d & F b & F c F a,visit,"['d', 'b', 'c', 'a']"
visit d b c and h,& F d & F b & F c F h,visit,"['d', 'b', 'c', 'h']"
visit d b h and a,& F d & F b & F h F a,visit,"['d', 'b', 'h', 'a']"
visit d b h and c,& F d & F b & F h F c,visit,"['d', 'b', 'h', 'c']"
visit d c a and b,& F d & F c & F a F b,visit,"['d', 'c', 'a', 'b']"
visit d c a and h,& F d & F c & F a F h,visit,"['d', 'c', 'a', 'h']"
visit d c b and a,& F d & F c & F b F a,visit,"['d', 'c', 'b', 'a']"
visit d c b and h,& F d & F c & F b F h,visit,"['d', 'c', 'b', 'h']"
visit d c h and a,& F d & F c & F h F a,visit,"['d', 'c', 'h', 'a']"
visit d c h and b,& F d & F c & F h F b,visit,"['d', 'c', 'h', 'b']"
visit d h a and b,& F d & F h & F a F b,visit,"['d', 'h', 'a', 'b']"
visit d h a and c,& F d & F h & F a F c,visit,"['d', 'h', 'a', 'c']"
visit d h b and a,& F d & F h & F b F a,visit,"['d', 'h', 'b', 'a']"
visit d h b and c,& F d & F h & F b F c,visit,"['d', 'h', 'b', 'c']"
visit d h c and a,& F d & F h & F c F a,visit,"['d', 'h', 'c', 'a']"
visit d h c and b,& F d & F h & F c F b,visit,"['d', 'h', 'c', 'b']"
visit h a b and c,& F h & F a & F b F c,visit,"['h', 'a', 'b', 'c']"
visit h a b and d,& F h & F a & F b F d,visit,"['h', 'a', 'b', 'd']"
visit h a c and b,& F h & F a & F c F b,visit,"['h', 'a', 'c', 'b']"
visit h a c and d,& F h & F a & F c F d,visit,"['h', 'a', 'c', 'd']"
visit h a d and b,& F h & F a & F d F b,visit,"['h', 'a', 'd', 'b']"
visit h a d and c,& F h & F a & F d F c,visit,"['h', 'a', 'd', 'c']"
visit h b a and c,& F h & F b & F a F c,visit,"['h', 'b', 'a', 'c']"
visit h b a and d,& F h & F b & F a F d,visit,"['h', 'b', 'a', 'd']"
visit h b c and a,& F h & F b & F c F a,visit,"['h', 'b', 'c', 'a']"
visit h b c and d,& F h & F b & F c F d,visit,"['h', 'b', 'c', 'd']"
visit h b d and a,& F h & F b & F d F a,visit,"['h', 'b', 'd', 'a']"
visit h b d and c,& F h & F b & F d F c,visit,"['h', 'b', 'd', 'c']"
visit h c a and b,& F h & F c & F a F b,visit,"['h', 'c', 'a', 'b']"
visit h c a and d,& F h & F c & F a F d,visit,"['h', 'c', 'a', 'd']"
visit h c b and a,& F h & F c & F b F a,visit,"['h', 'c', 'b', 'a']"
visit h c b and d,& F h & F c & F b F d,visit,"['h', 'c', 'b', 'd']"
visit h c d and a,& F h & F c & F d F a,visit,"['h', 'c', 'd', 'a']"
visit h c d and b,& F h & F c & F d F b,visit,"['h', 'c', 'd', 'b']"
visit h d a and b,& F h & F d & F a F b,visit,"['h', 'd', 'a', 'b']"
visit h d a and c,& F h & F d & F a F c,visit,"['h', 'd', 'a', 'c']"
visit h d b and a,& F h & F d & F b F a,visit,"['h', 'd', 'b', 'a']"
visit h d b and c,& F h & F d & F b F c,visit,"['h', 'd', 'b', 'c']"
visit h d c and a,& F h & F d & F c F a,visit,"['h', 'd', 'c', 'a']"
visit h d c and b,& F h & F d & F c F b,visit,"['h', 'd', 'c', 'b']"
make sure a b c and d are all visited,& F a & F b & F c F d,visit,"['a', 'b', 'c', 'd']"
make sure a b c and h are all visited,& F a & F b & F c F h,visit,"['a', 'b', 'c', 'h']"
make sure a b d and c are all visited,& F a & F b & F d F c,visit,"['a', 'b', 'd', 'c']"
make sure a b d and h are all visited,& F a & F b & F d F h,visit,"['a', 'b', 'd', 'h']"
make sure a b h and c are all visited,& F a & F b & F h F c,visit,"['a', 'b', 'h', 'c']"
make sure a b h and d are all visited,& F a & F b & F h F d,visit,"['a', 'b', 'h', 'd']"
make sure a c b and d are all visited,& F a & F c & F b F d,visit,"['a', 'c', 'b', 'd']"
make sure a c b and h are all visited,& F a & F c & F b F h,visit,"['a', 'c', 'b', 'h']"
make sure a c d and b are all visited,& F a & F c & F d F b,visit,"['a', 'c', 'd', 'b']"
make sure a c d and h are all visited,& F a & F c & F d F h,visit,"['a', 'c', 'd', 'h']"
make sure a c h and b are all visited,& F a & F c & F h F b,visit,"['a', 'c', 'h', 'b']"
make sure a c h and d are all visited,& F a & F c & F h F d,visit,"['a', 'c', 'h', 'd']"
make sure a d b and c are all visited,& F a & F d & F b F c,visit,"['a', 'd', 'b', 'c']"
make sure a d b and h are all visited,& F a & F d & F b F h,visit,"['a', 'd', 'b', 'h']"
make sure a d c and b are all visited,& F a & F d & F c F b,visit,"['a', 'd', 'c', 'b']"
make sure a d c and h are all visited,& F a & F d & F c F h,visit,"['a', 'd', 'c', 'h']"
make sure a d h and b are all visited,& F a & F d & F h F b,visit,"['a', 'd', 'h', 'b']"
make sure a d h and c are all visited,& F a & F d & F h F c,visit,"['a', 'd', 'h', 'c']"
make sure a h b and c are all visited,& F a & F h & F b F c,visit,"['a', 'h', 'b', 'c']"
make sure a h b and d are all visited,& F a & F h & F b F d,visit,"['a', 'h', 'b', 'd']"
make sure a h c and b are all visited,& F a & F h & F c F b,visit,"['a', 'h', 'c', 'b']"
make sure a h c and d are all visited,& F a & F h & F c F d,visit,"['a', 'h', 'c', 'd']"
make sure a h d and b are all visited,& F a & F h & F d F b,visit,"['a', 'h', 'd', 'b']"
make sure a h d and c are all visited,& F a & F h & F d F c,visit,"['a', 'h', 'd', 'c']"
make sure b a c and d are all visited,& F b & F a & F c F d,visit,"['b', 'a', 'c', 'd']"
make sure b a c and h are all visited,& F b & F a & F c F h,visit,"['b', 'a', 'c', 'h']"
make sure b a d and c are all visited,& F b & F a & F d F c,visit,"['b', 'a', 'd', 'c']"
make sure b a d and h are all visited,& F b & F a & F d F h,visit,"['b', 'a', 'd', 'h']"
make sure b a h and c are all visited,& F b & F a & F h F c,visit,"['b', 'a', 'h', 'c']"
make sure b a h and d are all visited,& F b & F a & F h F d,visit,"['b', 'a', 'h', 'd']"
make sure b c a and d are all visited,& F b & F c & F a F d,visit,"['b', 'c', 'a', 'd']"
make sure b c a and h are all visited,& F b & F c & F a F h,visit,"['b', 'c', 'a', 'h']"
make sure b c d and a are all visited,& F b & F c & F d F a,visit,"['b', 'c', 'd', 'a']"
make sure b c d and h are all visited,& F b & F c & F d F h,visit,"['b', 'c', 'd', 'h']"
make sure b c h and a are all visited,& F b & F c & F h F a,visit,"['b', 'c', 'h', 'a']"
make sure b c h and d are all visited,& F b & F c & F h F d,visit,"['b', 'c', 'h', 'd']"
make sure b d a and c are all visited,& F b & F d & F a F c,visit,"['b', 'd', 'a', 'c']"
make sure b d a and h are all visited,& F b & F d & F a F h,visit,"['b', 'd', 'a', 'h']"
make sure b d c and a are all visited,& F b & F d & F c F a,visit,"['b', 'd', 'c', 'a']"
make sure b d c and h are all visited,& F b & F d & F c F h,visit,"['b', 'd', 'c', 'h']"
make sure b d h and a are all visited,& F b & F d & F h F a,visit,"['b', 'd', 'h', 'a']"
make sure b d h and c are all visited,& F b & F d & F h F c,visit,"['b', 'd', 'h', 'c']"
make sure b h a and c are all visited,& F b & F h & F a F c,visit,"['b', 'h', 'a', 'c']"
make sure b h a and d are all visited,& F b & F h & F a F d,visit,"['b', 'h', 'a', 'd']"
make sure b h c and a are all visited,& F b & F h & F c F a,visit,"['b', 'h', 'c', 'a']"
make sure b h c and d are all visited,& F b & F h & F c F d,visit,"['b', 'h', 'c', 'd']"
make sure b h d and a are all visited,& F b & F h & F d F a,visit,"['b', 'h', 'd', 'a']"
make sure b h d and c are all visited,& F b & F h & F d F c,visit,"['b', 'h', 'd', 'c']"
make sure c a b and d are all visited,& F c & F a & F b F d,visit,"['c', 'a', 'b', 'd']"
make sure c a b and h are all visited,& F c & F a & F b F h,visit,"['c', 'a', 'b', 'h']"
make sure c a d and b are all visited,& F c & F a & F d F b,visit,"['c', 'a', 'd', 'b']"
make sure c a d and h are all visited,& F c & F a & F d F h,visit,"['c', 'a', 'd', 'h']"
make sure c a h and b are all visited,& F c & F a & F h F b,visit,"['c', 'a', 'h', 'b']"
make sure c a h and d are all visited,& F c & F a & F h F d,visit,"['c', 'a', 'h', 'd']"
make sure c b a and d are all visited,& F c & F b & F a F d,visit,"['c', 'b', 'a', 'd']"
make sure c b a and h are all visited,& F c & F b & F a F h,visit,"['c', 'b', 'a', 'h']"
make sure c b d and a are all visited,& F c & F b & F d F a,visit,"['c', 'b', 'd', 'a']"
make sure c b d and h are all visited,& F c & F b & F d F h,visit,"['c', 'b', 'd', 'h']"
make sure c b h and a are all visited,& F c & F b & F h F a,visit,"['c', 'b', 'h', 'a']"
make sure c b h and d are all visited,& F c & F b & F h F d,visit,"['c', 'b', 'h', 'd']"
make sure c d a and b are all visited,& F c & F d & F a F b,visit,"['c', 'd', 'a', 'b']"
make sure c d a and h are all visited,& F c & F d & F a F h,visit,"['c', 'd', 'a', 'h']"
make sure c d b and a are all visited,& F c & F d & F b F a,visit,"['c', 'd', 'b', 'a']"
make sure c d b and h are all visited,& F c & F d & F b F h,visit,"['c', 'd', 'b', 'h']"
make sure c d h and a are all visited,& F c & F d & F h F a,visit,"['c', 'd', 'h', 'a']"
make sure c d h and b are all visited,& F c & F d & F h F b,visit,"['c', 'd', 'h', 'b']"
make sure c h a and b are all visited,& F c & F h & F a F b,visit,"['c', 'h', 'a', 'b']"
make sure c h a and d are all visited,& F c & F h & F a F d,visit,"['c', 'h', 'a', 'd']"
make sure c h b and a are all visited,& F c & F h & F b F a,visit,"['c', 'h', 'b', 'a']"
make sure c h b and d are all visited,& F c & F h & F b F d,visit,"['c', 'h', 'b', 'd']"
make sure c h d and a are all visited,& F c & F h & F d F a,visit,"['c', 'h', 'd', 'a']"
make sure c h d and b are all visited,& F c & F h & F d F b,visit,"['c', 'h', 'd', 'b']"
make sure d a b and c are all visited,& F d & F a & F b F c,visit,"['d', 'a', 'b', 'c']"
make sure d a b and h are all visited,& F d & F a & F b F h,visit,"['d', 'a', 'b', 'h']"
make sure d a c and b are all visited,& F d & F a & F c F b,visit,"['d', 'a', 'c', 'b']"
make sure d a c and h are all visited,& F d & F a & F c F h,visit,"['d', 'a', 'c', 'h']"
make sure d a h and b are all visited,& F d & F a & F h F b,visit,"['d', 'a', 'h', 'b']"
make sure d a h and c are all visited,& F d & F a & F h F c,visit,"['d', 'a', 'h', 'c']"
make sure d b a and c are all visited,& F d & F b & F a F c,visit,"['d', 'b', 'a', 'c']"
make sure d b a and h are all visited,& F d & F b & F a F h,visit,"['d', 'b', 'a', 'h']"
make sure d b c and a are all visited,& F d & F b & F c F a,visit,"['d', 'b', 'c', 'a']"
make sure d b c and h are all visited,& F d & F b & F c F h,visit,"['d', 'b', 'c', 'h']"
make sure d b h and a are all visited,& F d & F b & F h F a,visit,"['d', 'b', 'h', 'a']"
make sure d b h and c are all visited,& F d & F b & F h F c,visit,"['d', 'b', 'h', 'c']"
